picnum	ename	gname	sname	iname	bname	hname	cname	egoodrt	ggoodrt	sgoodrt	igoodrt	bgoodrt	hgoodrt	cgoodrt	enoname	gnoname	snoname	inoname	bnoname	hnoname	cnoname	ebadrt	gbadrt	sbadrt	ibadrt	bbadrt	hbadrt	cbadrt	etype	gtype	stype	itype	btype	htype	ctype	estatu	gstatu	sstatu	istatu	bstatu	hstatu	cstatu	elex1	glex1	slex1	ilex1	blex1	hlex1	clex1	elex2	glex2	slex2	ilex2	blex2	hlex2	clex2	elex3	glex3	slex3	ilex3	blex3	hlex3	clex3	elex4	glex4	slex4	ilex4	blex4	hlex4	clex4	elex13	glex13	slex13	ilex13	blex13	hlex13	clex13	erttot	grttot	srttot	irttot	brttot	hrttot	crttot	estdtot	gstdtot	sstdtot	istdtot	bstdtot	hstdtot	cstdtot	erttar	grttar	srttar	irttar	brttar	hrttar	crttar	estdtar	gstdtar	sstdtar	istdtar	bstdtar	hstdtar	cstdtar	ert2	grt2	srt2	irt2	brt2	hrt2	crt2	ert3	grt3	srt3	irt3	brt3	hrt3	crt3	ert4	grt4	srt4	irt4	brt4	hrt4	crt4	xtype	elex1z	glex1z	slex1z	ilex1z	blex1z	hlex1z	clex1z	xlexuniv	xlex1ze	xlex1zg	xlex1zs	xlex1zi	xlex1zb	xlex1zh	xlex1zc	xlex1zed	xlex1zgd	xlex1zsd	xlex1zid	xlex1zbd	xlex1zhd	xlex1zcd	xrtzdisp	ertz	grtz	srtz	irtz	brtz	hrtz	crtz	xrtuniv	xrtze	xrtzg	xrtzs	xrtzi	xrtzb	xrtzh	xrtzc	xrtzed	xrtzgd	xrtzsd	xrtzid	xrtzbd	xrtzhd	xrtzcd	xrtzdisp	esames	gsames	ssames	isames	bsames	hsames	csames	ovcjpg	objnum	esyll	gsyll	ssyll	isyll	bsyll	hsyll	csyll	echar	gchar	schar	ichar	bchar	hchar	esyll2	gsyll2	ssyll2	isyll2	bsyll2	hsyll2	csyll2	efric	gfric	sfric	ifric	bfric	hfric	cfric	ecomplx	gkomplx	scomplx	icomplx	bcomplx	hcomplx	lnefreq	lngfreq	lnsfreq	lnifreq	lnbfreq	lnhfreq	lncfreq	frqfac1	frqfac1e	frqfac1g	frqfac1s	frqfac1i	frqfac1b	frqfac1h	frqfac1c	sylfac1	sylfac1e	sylfac1g	sylfac1s	sylfac1i	sylfac1b	sylfac1h	sylfac1c
obj158	fishingpole	angel	caña de pescar	canna da pesca	v^ditsa	horgászbot	diao4-gan1	0,94	0,97	0,80	0,78	0,92	0,92	0,94	0,00	0,03	0,18	0,10	0,04	0,04	0,00	0,06	0,00	0,02	0,12	0,04	0,04	0,06	6	1,7	7	6	2	4	6	1,742	0,047	1,668	1,959	0,250	1,031	1,744	0,53	1,00	0,53	0,41	0,98	0,76	0,49	0,32	0,00	0,35	0,28	0,00	0,00	0,36	0,00	0,00	0,00	0,00	0,00	0,20	0,00	0,15	0,00	0,13	0,31	0,02	0,04	0,15	0,85	1,00	0,88	0,69	0,98	0,96	0,85	1231	1087	1653	1621	1269	1227	1166	298	422	452	453	413	374	405	1213	1087	1562	1527	1251	1257	1162	293	422	366	322	400	391	457	1294		1837	1675			1178						1175		1158		1520	1695	2053	937	1149	4,67	-1,94	0,95	-1,35	-1,66	0,86	-0,09	-0,99	-0,60	-0,38	-0,86	-0,48	-0,43	-0,85	-0,69	-0,54	-1,56	1,81	-0,87	-1,24	1,71	0,60	-0,45	1,18	0,92	-0,05	1,61	1,50	0,13	0,69	-0,12	0,67	0,63	0,79	0,51	0,53	0,76	0,66	0,80	0,29	-0,84	1,10	0,96	-0,63	0,03	-0,92	0,68	0	0	0	0	0	0	0	5685	1	2	2	5	5	3	3	2	11	5	12	14	7	10	0,387	0,498	0,037	0,046	0,269	0,212	0,700	1	0	0	0	1	1	0	1	0	1	1	0	1	0,000	1,792	0,000	0,000	4,150	0,000	0,000	-0,94	-0,73	-1,07	-1,11	-0,91	-1,02	-0,94	-0,69	1,26	1,40	1,53	0,87	0,89	1,26	1,29	1,44
obj159	flag	fahne	bandera	bandiera	zname	zászló	qi2-zi5	1,00	0,93	1,00	0,98	0,80	1,00	0,96	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,07	0,00	0,00	0,20	0,00	0,04	1	3,3	2	3	5	1	3	0,000	0,439	0,242	0,310	1,221	0,000	1,058	1,00	0,93	0,96	0,96	0,75	1,00	0,71	0,00	0,00	0,04	0,04	0,03	0,00	0,04	0,00	0,07	0,00	0,00	0,23	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,25	1,00	1,00	1,00	1,00	1,00	1,00	0,75	847	1045	851	813	1116	812	993	243	390	249	241	493	264	236	847	1065	835	807	1085	812	1027	243	397	240	239	484	264	250			1238	962	1083		1012		784			1222									891	2,62	0,92	0,59	0,79	0,87	-0,25	1,03	-0,05	0,56	0,50	0,55	0,52	0,50	0,69	0,48	0,66	0,42	0,04	0,27	0,37	-0,95	0,55	-0,71	0,47	-0,81	-0,13	-1,16	-1,23	-0,51	-0,97	-0,56	-0,77	-0,76	-0,87	-0,70	-0,69	-0,81	-0,73	-0,80	-0,06	0,74	-0,46	-0,55	0,30	-0,23	0,25	0,37	0	0	0	0	0	0	0	9461	1	1	2	3	3	2	2	2	4	5	7	8	5	6	0,454	0,498	0,344	0,400	0,537	0,512	0,700	1	1	0	0	1	1	0	0	0	0	0	0	0	3,296	3,367	4,174	2,079	3,500	3,258	2,833	0,60	0,58	0,49	0,53	0,56	0,79	0,48	0,70	-0,34	-0,17	-0,35	-0,44	-0,43	-0,29	-0,32	-0,34
obj160	flashlight	taschenlampe	lámpara	torcia	fener	zseblámpa	shou3-dian4-tung3	0,98	0,97	0,98	0,86	0,98	0,94	0,92	0,02	0,00	0,02	0,08	0,00	0,02	0,02	0,00	0,03	0,00	0,06	0,02	0,04	0,06	2	3,3	8	7	5	5	3	0,169	0,256	1,691	2,243	1,211	1,765	0,388	0,98	0,97	0,67	0,37	0,69	0,40	0,96	0,02	0,00	0,08	0,02	0,25	0,55	0,00	0,00	0,00	0,12	0,21	0,00	0,00	0,00	0,00	0,03	0,12	0,40	0,06	0,04	0,04	1,00	0,97	0,88	0,60	0,94	0,96	0,96	981	1206	1180	1449	1228	1182	1155	282	294	280	469	419	409	352	975	1191	1124	1316	1234	1216	1115	281	288	264	400	415	379	288	1276		1240	815	1127	1156				1349	1500					1623	1282	1585	1561	1186	2022	4,76	0,79	0,78	-0,62	-1,84	-0,53	-1,76	1,02	-0,31	-0,49	-0,49	-0,26	-0,05	-0,27	-0,07	-0,53	1,28	1,27	-0,36	-1,79	-0,26	-1,70	1,55	1,17	-0,21	0,33	-0,06	0,70	0,06	0,54	-0,27	0,16	0,22	0,13	0,19	0,07	0,17	0,09	0,23	-0,42	0,20	-0,25	0,63	-0,11	0,45	-0,50	0,37	0	0	1	0	0	0	0	15410	2	2	4	3	2	2	3	3	10	12	7	6	5	9	0,387	0,069	0,344	0,379	0,537	0,212	0,165	1	0	0	0	1	1	1	1	1	0	0	0	1	1,792	1,099	4,007	0,000	2,950	2,639	2,773	-0,34	-0,31	-0,27	-0,53	-0,22	-0,17	-0,55	-0,35	0,73	0,76	0,29	0,81	1,16	0,94	0,64	0,47
obj161	wine	flasche	botella	fiasco	damadzhana	demizson	jiu3-ping2	0,86	1,00	0,94	0,90	0,78	0,94	0,62	0,12	0,00	0,06	0,02	0,16	0,00	0,30	0,02	0,00	0,00	0,08	0,06	0,06	0,08	10	10,0	10	8	8	13	8	1,957	1,685	1,843	2,039	1,793	3,040	1,717	0,58	0,50	0,66	0,53	0,59	0,28	0,48	0,05	0,37	0,04	0,11	0,00	0,00	0,03	0,00	0,00	0,00	0,00	0,00	0,15	0,00	0,37	0,13	0,30	0,36	0,41	0,57	0,48	0,63	0,87	0,70	0,64	0,59	0,43	0,52	1448	1367	1567	1264	1718	1582	1812	475	518	523	461	644	607	557	1321	1170	1458	1220	1705	1583	1920	443	523	479	413	656	795	601	1337	1562	1097	1086			1865						1714		1659	1569	1874	1384	1737	1547	1700	9,57	-1,64	-1,56	-0,68	-1,09	-1,04	-2,36	-1,01	-1,34	-1,29	-1,30	-1,45	-1,38	-1,39	-1,17	-1,40	-0,35	-0,26	0,77	0,29	0,35	-1,19	0,39	0,51	1,43	0,25	1,22	0,33	1,87	1,91	2,30	1,33	1,31	1,51	1,35	1,50	1,24	1,23	1,17	0,12	-1,26	-0,13	-1,17	0,63	0,68	1,14	0,73	0	1	1	0	0	0	0	24975	1	1	2	3	2	4	3	2	4	7	7	6	10	8	0,454	0,498	0,344	0,379	0,067	0,212	0,700	0	1	0	1	0	0	0	0	0	0	0	0	0	4,382	3,611	4,754	0,000	2,700	0,000	2,639	0,08	-0,20	-0,18	-0,14	0,29	0,35	0,26	0,13	0,08	0,34	0,12	0,04	0,33	-0,31	-0,08	0,13
obj162	floor	fliesen	piso	pavimento	pod	sarok	di4-ban3	0,96	0,87	0,94	0,96	0,84	0,88	0,88	0,04	0,10	0,06	0,02	0,12	0,06	0,04	0,00	0,03	0,00	0,02	0,04	0,06	0,08	6	13,3	7	8	11	13	9	1,765	2,468	1,495	1,424	2,579	2,746	2,161	0,52	0,27	0,68	0,75	0,29	0,34	0,55	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,48	0,73	0,32	0,25	0,71	0,66	0,45	0,52	0,27	0,68	0,75	0,29	0,34	0,55	1463	1914	1561	1364	1782	1714	1659	507	602	522	462	633	760	632	1594	1889	1455	1280	1720	1449	1595	554	438	467	392	271	675	575															1321	1923	1786	1614	1807	1851	1736	9,62	-2,01	-2,72	-0,58	-0,09	-2,52	-2,06	-0,75	-1,53	-1,45	-1,33	-1,69	-1,77	-1,37	-1,45	-1,66	-0,55	-1,39	1,11	1,68	-1,16	-0,61	0,92	1,06	2,73	2,88	1,20	0,56	1,92	1,41	1,26	1,71	1,54	1,51	1,79	1,90	1,67	1,76	1,78	1,19	1,37	-0,59	-1,34	0,25	-0,35	-0,52	0,80	0	0	0	0	0	0	0	20982	2	1	2	2	4	1	2	2	5	6	4	9	3	5	0,454	0,498	0,438	0,146	0,102	0,512	0,700	1	1	0	0	0	1	0	0	0	0	0	0	0	4,344	1,792	5,124	1,609	4,950	5,100	4,963	1,18	1,12	1,43	1,08	1,30	1,19	0,95	1,11	-0,54	-0,40	-0,58	-0,43	-0,93	-0,28	-0,56	-0,58
obj163	flower	blume	flor	fiore	tsvete	virág	hua1	1,00	0,97	1,00	0,98	0,96	0,98	0,98	0,00	0,03	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,04	0,02	0,02	1	3,3	3	1	1	2	2	0,000	0,256	0,282	0,029	0,057	0,169	0,428	1,00	0,97	0,96	1,00	1,00	0,98	0,92	0,00	0,00	0,00	0,00	0,00	0,00	0,08	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,04	0,00	0,00	0,02	0,00	1,00	0,97	0,96	1,00	1,00	0,98	1,00	754	768	782	786	986	814	844	144	179	186	237	358	336	310	754	764	766	786	986	796	846	144	181	166	237	358	315	322							819									858	1178			1670		1,90	0,92	0,78	0,79	1,06	0,97	0,94	0,85	0,90	0,90	0,92	0,92	0,87	0,89	0,89	0,91	0,02	-0,14	-0,13	0,19	0,08	0,04	-0,06	0,09	-1,26	-1,23	-1,42	-1,31	-0,88	-1,03	-1,13	-1,18	-1,17	-1,17	-1,14	-1,16	-1,23	-1,21	-1,19	-0,09	-0,06	-0,28	-0,15	0,35	0,18	0,05	0,17	0	0	0	0	1	0	1	15082	1	2	2	1	2	2	2	1	6	5	4	5	6	5	0,387	0,498	0,023	0,379	0,537	0,512	0,117	1	0	1	1	1	1	1	0	0	0	0	0	0	4,543	3,497	4,779	3,401	5,950	4,290	6,994	1,92	1,96	2,05	1,98	1,89	1,85	1,91	1,70	-1,05	-1,30	-1,20	-0,76	-0,99	-1,10	-1,13	-0,80
obj164	flute	floete	flauta	flauto	flejta	fuvola	di2-zi5	0,98	0,67	0,76	0,70	0,64	0,78	0,82	0,02	0,33	0,24	0,26	0,32	0,14	0,16	0,00	0,00	0,00	0,04	0,04	0,08	0,02	6	5,0	7	9	8	9	7	0,906	0,979	1,422	1,466	1,611	1,929	1,655	0,86	0,80	0,74	0,74	0,63	0,51	0,61	0,00	0,15	0,03	0,03	0,00	0,00	0,32	0,00	0,00	0,00	0,03	0,00	0,00	0,00	0,14	0,05	0,24	0,20	0,38	0,49	0,07	0,86	0,95	0,76	0,80	0,63	0,51	0,93	1492	1520	1674	1635	1789	1646	1688	558	560	558	567	583	559	647	1402	1514	1689	1482	1755	1489	1526	488	596	615	479	543	493	600		1681	1390	2270			1929				1840				2032	1128	1660	2082	1845	1811	1999	7,29	0,04	-0,05	-0,31	-0,12	-0,86	-1,25	-0,47	-0,43	-0,51	-0,50	-0,45	-0,48	-0,36	-0,30	-0,43	0,55	0,44	0,15	0,36	-0,50	-0,96	-0,04	0,43	1,82	1,51	2,10	1,32	2,06	1,56	1,04	1,63	1,60	1,65	1,55	1,68	1,56	1,64	1,73	0,22	-0,14	0,54	-0,36	0,50	-0,08	-0,69	0,36	0	0	0	0	0	0	0	7456	1	1	2	2	2	2	3	2	5	5	6	6	6	6	0,454	0,498	0,438	0,379	0,537	0,212	0,700	1	1	1	1	1	1	0	0	0	0	0	0	0	1,386	1,792	2,485	1,609	2,850	0,000	2,708	-0,53	-0,47	-0,60	-0,57	-0,69	-0,37	-0,46	-0,56	-0,58	-0,44	-0,64	-0,45	-0,42	-0,55	-0,84	-0,62
obj165	fly	fliege	mosca	mosca	muha	légy	cang1-ing2	1,00	0,93	1,00	0,96	0,90	0,98	0,96	0,00	0,00	0,00	0,02	0,02	0,00	0,00	0,00	0,07	0,00	0,02	0,08	0,02	0,04	3	3,3	3	5	1	5	2	0,541	0,300	0,383	0,985	0,137	0,769	0,296	0,90	0,96	0,94	0,81	1,00	0,88	0,96	0,00	0,00	0,04	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,10	0,04	0,02	0,19	0,00	0,10	0,04	0,90	0,96	0,98	0,81	1,00	0,90	0,96	1081	1039	991	1164	1198	989	1246	305	275	358	407	554	368	413	1080	1034	988	1111	1198	980	1249	297	279	366	406	554	368	413			895			1561									1088	1173	1326	1393		952	1188	3,19	0,31	0,77	0,69	0,20	0,97	0,46	1,03	0,63	0,69	0,61	0,62	0,70	0,57	0,66	0,57	-0,38	0,16	0,07	-0,50	0,40	-0,20	0,46	0,31	0,29	-0,24	-0,58	-0,08	-0,07	-0,34	0,16	-0,12	-0,19	-0,10	-0,05	-0,13	-0,13	-0,09	-0,17	0,48	-0,14	-0,53	0,05	0,06	-0,25	0,33	0,26	0	0	0	0	0	1	1	11935	1	1	2	2	2	2	1	2	3	6	5	5	4	4	0,454	0,498	0,438	0,379	0,537	0,173	0,700	1	1	0	0	0	0	0	0	0	0	0	0	0	3,611	2,773	3,466	0,000	4,700	2,996	3,178	0,39	0,30	0,34	0,38	0,64	0,37	0,27	0,43	-1,01	-0,94	-1,13	-0,95	-0,94	-1,04	-0,84	-1,08
obj166	foot	fuss	pie	piede	krak	láb	jiao3	1,00	0,97	1,00	0,98	0,88	1,00	1,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,03	0,00	0,00	0,12	0,00	0,00	2	1,7	1	3	5	3	4	0,141	0,047	0,000	0,310	1,645	1,054	0,423	0,98	1,00	1,00	0,96	0,57	0,64	0,94	0,02	0,00	0,00	0,02	0,00	0,36	0,04	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,02	0,43	0,00	0,00	1,00	1,00	1,00	0,98	0,57	1,00	1,00	754	820	837	742	1218	800	941	135	172	214	140	538	240	370	758	820	837	743	958	723	907	134	172	214	140	496	230	350	573			866		937	1635							1150				593	1560			2,81	0,79	0,95	0,98	0,87	-1,14	-0,66	0,95	0,39	0,33	0,30	0,29	0,31	0,65	0,57	0,30	0,47	0,65	0,69	0,56	-1,79	-1,22	0,65	0,86	-1,24	-1,03	-1,15	-1,48	-0,99	-1,30	-0,94	-1,16	-1,15	-1,18	-1,16	-1,11	-1,19	-1,14	-1,20	-0,09	0,16	0,01	-0,37	0,20	-0,16	0,26	0,18	0	0	0	0	1	1	1	7638	1	1	1	1	2	1	1	1	4	3	3	5	4	3	0,454	0,227	0,023	0,379	0,102	0,173	0,117	1	1	0	0	0	0	0	0	0	0	0	0	0	5,790	4,605	5,958	4,060	5,450	5,700	6,211	2,43	2,37	2,47	2,41	2,38	2,49	2,34	2,36	-2,01	-2,11	-2,00	-1,86	-2,13	-1,93	-1,98	-1,86
obj167	football	football	balón	pallone	topka	rögbilabda	gan3-lan3-qiu2	1,00	0,77	0,96	0,96	0,80	0,92	0,98	0,00	0,20	0,00	0,04	0,16	0,02	0,00	0,00	0,03	0,04	0,00	0,04	0,06	0,02	1	6,7	7	11	5	5	1	0,000	1,358	1,933	2,656	1,675	1,697	0,029	1,00	0,57	0,54	0,44	0,50	0,48	1,00	0,00	0,00	0,13	0,46	0,45	0,02	0,00	0,00	0,00	0,31	0,00	0,00	0,00	0,00	0,00	0,43	0,02	0,10	0,05	0,50	0,00	1,00	0,57	0,98	0,90	0,95	0,50	1,00	723	1487	1191	1309	1549	1351	1076	107	569	421	270	564	530	238	723	1473	1092	1273	1471	1309	1076	107	691	417	240	511	482	238			1067	1346	1708	831				1350						1506	2115	1295	907	1413		5,24	0,92	-1,23	-1,26	-1,53	-1,48	-1,41	1,21	-0,69	-0,95	-0,59	-0,59	-0,54	-0,55	-0,56	-1,00	1,87	-0,64	-0,67	-0,99	-0,92	-0,85	2,21	1,16	-1,40	1,36	-0,18	0,53	0,97	0,89	-0,40	0,25	0,53	0,07	0,33	0,21	0,13	0,15	0,36	-1,93	1,29	-0,50	0,33	0,84	0,74	-0,76	0,91	0	0	0	0	1	0	0	12165	1	2	2	2	3	2	4	3	8	8	5	7	5	10	0,387	0,498	0,438	0,400	0,537	0,079	0,165	1	1	0	0	0	0	0	1	1	0	0	0	1	3,526	0,000	3,807	2,485	5,050	0,000	2,079	0,01	-0,14	0,34	-0,10	-0,21	-0,13	0,17	0,13	0,46	0,45	0,56	0,73	0,55	0,64	0,08	0,17
obj168	fork	gabel	tenedor	forchetta	vilitsa	villa	cha1-zi5	1,00	0,97	1,00	0,98	0,96	0,96	0,96	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,00	0,02	0,04	0,04	0,04	1	1,7	2	1	1	1	1	0,000	0,047	0,141	0,029	0,057	0,057	0,057	1,00	1,00	0,98	1,00	1,00	1,00	1,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,00	1,00	1,00	0,98	1,00	1,00	1,00	1,00	723	663	904	752	881	763	944	120	108	279	218	295	246	249	723	663	904	752	881	763	944	120	108	282	218	295	246	249																	929					1,24	0,92	0,95	0,89	1,06	0,97	1,03	1,21	1,00	1,02	1,01	1,02	0,99	1,01	1,00	0,97	-0,10	-0,06	-0,14	0,07	-0,04	0,03	0,24	0,10	-1,40	-1,60	-0,90	-1,44	-1,29	-1,15	-0,82	-1,23	-1,20	-1,17	-1,28	-1,19	-1,22	-1,24	-1,30	-0,20	-0,43	0,39	-0,25	-0,07	0,09	0,48	0,27	0	1	0	0	0	0	1	8818	1	1	2	3	3	3	2	2	4	5	7	9	7	5	0,454	0,498	0,344	0,400	0,269	0,512	0,700	1	0	0	1	1	1	0	0	0	0	0	0	0	2,773	1,609	2,565	0,000	5,400	3,871	2,398	0,14	0,14	0,24	0,21	0,34	-0,03	-0,13	0,24	-0,12	0,10	-0,10	-0,20	-0,18	-0,29	-0,07	-0,09
obj169	fountain	springbrunnen	fuente	fontana	fontan	szököökút	pen1-shui3-chi2	0,98	1,00	1,00	0,98	0,96	1,00	0,94	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,02	0,00	0,00	0,00	0,04	0,00	0,06	3	3,3	1	1	2	1	4	0,691	0,211	0,000	0,029	0,578	0,000	1,232	0,86	0,97	1,00	1,00	0,88	1,00	0,70	0,12	0,00	0,00	0,00	0,00	0,00	0,26	0,00	0,03	0,00	0,00	0,13	0,00	0,00	0,02	0,00	0,00	0,00	0,00	0,00	0,04	0,98	1,00	1,00	1,00	1,00	1,00	0,96	990	1114	1011	1010	1185	1083	1056	292	230	193	231	362	395	279	966	1110	1011	1010	1144	1083	1036	166	233	193	231	269	395	182	1203						1136		1224			1469			752						901	2,19	0,04	0,78	0,98	1,06	0,36	1,03	-0,07	0,60	0,69	0,57	0,53	0,52	0,64	0,53	0,71	-0,65	0,22	0,45	0,54	-0,28	0,51	-0,78	0,49	-0,25	0,03	-0,49	-0,46	-0,28	0,04	-0,53	-0,28	-0,28	-0,33	-0,24	-0,24	-0,28	-0,33	-0,23	0,03	0,36	-0,25	-0,22	0,00	0,37	-0,29	0,22	0	0	0	0	0	0	0	32442	2	2	3	2	3	2	3	3	8	13	6	7	6	8	0,387	0,200	0,438	0,400	0,537	0,212	0,165	1	1	1	1	1	1	0	0	1	0	0	0	1	2,565	0,693	4,934	1,609	3,650	0,000	1,609	-0,28	-0,33	-0,11	-0,56	-0,39	-0,21	-0,16	-0,14	0,50	0,49	0,31	0,77	0,60	0,67	0,37	0,21
obj170	fox	fuchs	zorro	volpe	lisitsa	róka	hu2-li2	0,98	1,00	0,96	0,94	0,86	1,00	0,96	0,02	0,00	0,04	0,00	0,02	0,00	0,02	0,00	0,00	0,00	0,06	0,12	0,00	0,02	3	3,3	7	4	2	2	4	0,746	0,211	2,096	1,264	0,421	0,141	0,993	0,86	0,97	0,48	0,70	0,95	0,98	0,77	0,00	0,00	0,17	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,14	0,03	0,35	0,30	0,05	0,02	0,23	0,86	0,97	0,65	0,70	0,95	0,98	0,77	988	1057	1258	1190	1133	882	1195	267	469	466	498	525	327	301	975	1068	1147	1183	1134	854	1227	254	474	354	480	538	261	323			1049												1066	725	1506	1208	1097	2274	1089	3,62	0,04	0,78	-1,57	-0,31	0,74	0,94	0,22	0,12	0,13	0,01	0,40	0,19	0,02	-0,02	0,10	-0,09	0,77	-1,97	-0,51	0,72	0,95	0,12	0,73	-0,21	-0,12	0,03	0,19	-0,32	-0,81	0,09	-0,16	-0,16	-0,17	-0,20	-0,22	-0,14	-0,06	-0,21	-0,05	0,05	0,23	0,41	-0,18	-0,75	0,29	0,28	0	0	0	0	0	0	0	16437	1	1	1	2	2	3	2	2	3	5	5	5	7	4	0,454	0,227	0,438	0,379	0,269	0,512	0,700	1	1	1	1	0	0	1	0	0	0	0	0	0	2,773	2,197	2,565	2,197	3,650	0,000	3,638	0,00	-0,04	-0,03	0,04	-0,16	0,09	0,16	-0,08	-0,83	-0,72	-0,64	-0,75	-0,74	-1,07	-0,87	-0,88
obj171	frog	frosch	rana	rana	zhaba	béka	qing1-ua1	1,00	0,97	1,00	0,98	0,98	0,96	1,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,00	0,02	0,02	0,04	0,00	1	3,3	2	3	1	1	1	0,000	0,256	0,529	0,493	0,029	0,057	0,000	1,00	0,97	0,88	0,92	1,00	1,00	1,00	0,00	0,00	0,00	0,08	0,00	0,00	0,00	0,00	0,00	0,12	0,00	0,00	0,00	0,00	0,00	0,03	0,00	0,00	0,00	0,00	0,00	1,00	0,97	1,00	1,00	1,00	1,00	1,00	751	846	911	955	904	741	864	135	170	259	443	203	182	162	751	826	882	899	904	741	864	135	134	240	333	203	182	162				1590						1124						1410						1,76	0,92	0,78	0,39	0,68	0,97	1,03	1,21	0,85	0,84	0,87	0,93	0,88	0,84	0,82	0,80	0,07	-0,09	-0,54	-0,20	0,14	0,21	0,41	0,24	-1,27	-1,00	-0,98	-0,89	-1,20	-1,23	-1,08	-1,09	-1,06	-1,11	-1,11	-1,13	-1,07	-1,07	-1,09	-0,21	0,10	0,13	0,24	-0,12	-0,16	0,02	0,14	0	0	0	0	0	0	0	14773	1	1	1	2	2	2	2	2	4	6	4	4	5	4	0,454	0,227	0,438	0,379	0,537	0,512	0,700	1	1	0	0	1	0	0	0	0	0	0	0	0	2,303	1,609	2,398	0,000	3,150	0,000	3,932	-0,50	-0,56	-0,54	-0,51	-0,39	-0,37	-0,42	-0,67	-1,05	-0,98	-0,89	-0,99	-0,99	-1,07	-1,13	-1,13
obj172	funnel	trichter	embudo	imbuto	funija	tölcsér	lou4-dou3	0,78	1,00	0,86	0,94	0,80	0,98	0,92	0,22	0,00	0,14	0,06	0,04	0,02	0,02	0,00	0,00	0,00	0,00	0,16	0,00	0,06	2	1,7	4	1	3	1	3	0,414	0,000	0,691	0,084	0,527	0,029	0,388	0,97	1,00	0,91	1,00	0,95	1,00	0,96	0,00	0,00	0,00	0,00	0,03	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,00	0,09	0,00	0,03	0,00	0,04	0,97	1,00	0,91	1,00	0,98	1,00	0,96	1260	898	1205	938	1080	919	1215	445	159	365	243	287	280	364	1243	898	1153	938	1070	919	1178	438	159	275	243	275	280	311					1683										1899		1717		872		2012	2,24	0,76	0,95	0,53	1,06	0,73	1,03	1,02	0,87	0,89	0,85	0,92	0,84	0,89	0,84	0,84	-0,13	0,10	-0,40	0,23	-0,17	0,19	0,18	0,20	1,06	-0,74	0,05	-0,74	-0,56	-0,57	-0,07	-0,22	-0,44	-0,14	-0,27	-0,14	-0,17	-0,17	-0,25	1,50	-0,60	0,32	-0,60	-0,40	-0,40	0,18	0,57	0	0	0	0	0	0	0	6468	1	2	2	3	3	3	2	2	6	8	6	6	6	7	0,387	0,498	0,344	0,400	0,269	0,512	0,700	1	0	0	0	1	0	0	0	1	0	0	0	0	1,099	0,693	1,792	0,000	3,150	0,000	1,386	-1,10	-1,09	-1,10	-1,13	-1,10	-1,04	-1,13	-1,05	0,15	0,10	0,21	0,10	0,14	0,02	0,24	0,20
