ID	condition	text	text2	age	gender	hand	resp	RTs	resp_eff	w1	conc1	w2	conc2	sim	delta_conc	freq1	logfreq1	freq2	logfreq2	delta_freq	to_resp	count	distance	Sim	accuracy	trial	L1	L2	L_diff	subj
15	A	atletica	scarpa	24	F	DX	a	1995,7	atletica	atletica	4,1	scarpa	8,6	0,174383	4,5	219	2,340444115	1306	3,115943177	0,01087	atletica	1	0,825617	0,174383	1	atleticascarpa	8	6	2	15
15	A	brutale	miele	24	F	DX	a	1028	brutale	brutale	3,6	miele	8,2	0,129025	4,6	680	2,832508913	2064	3,314709693	0,01384	brutale	1	0,870975	0,129025	1	brutalemiele	7	5	2	15
15	A	pianta	saggio	24	F	DX	l	1214	saggio	saggio	5,9	pianta	8,55	0,082313	2,65	1912	3,281487888	1213	3,083860801	0,00699	saggio	1	0,917687	0,082313	1	saggiopianta	6	6	0	15
15	A	avventura	vacanza	24	F	DX	a	1910	avventura	avventura	3,95	vacanza	6,8	0,398881	2,85	1634	3,213252052	3443	3,536937023	0,01809	avventura	1	0,601119	0,398881	1	avventuravacanza	9	7	2	15
15	A	frigido	forcina	24	F	DX	a	2228	frigido	frigido	4,3	forcina	8,6	0,284204	4,3	9	0,954242509	51	1,707570176	0,00042	frigido	1	0,715796	0,284204	1	frigidoforcina	7	7	0	15
15	A	prete	devoto	24	F	DX	l	2078,4	devoto	devoto	3,8	prete	8,3	0,233061	4,5	327	2,514547753	2656	3,424228071	0,02329	devoto	1	0,766939	0,233061	1	devotoprete	5	6	1	15
15	A	caos	quaderno	24	F	DX	a	1003,9	caos	caos	5,75	quaderno	8,65	0,086347	2,9	1500	3,176091259	350	2,544068044	0,0115	caos	1	0,913653	0,086347	1	caosquaderno	4	8	4	15
15	A	grave	caviglia	24	F	DX	a	2042	grave	grave	3,8	caviglia	8,35	0,21636	4,55	5175	3,713910354	794	2,899820502	0,04381	grave	1	0,78364	0,21636	1	gravecaviglia	5	8	3	15
15	A	elegante	felpa	24	F	DX	a	1439,1	elegante	elegante	5,7	felpa	8,75	0,319579	3,05	1605	3,205475037	399	2,600972896	0,01206	elegante	1	0,680421	0,319579	1	elegantefelpa	8	5	3	15
15	A	veloce	vespa	24	F	DX	a	1751,8	veloce	veloce	5,05	vespa	8,55	0,134385	3,5	9876	3,994581081	194	2,28780173	0,09682	veloce	1	0,865615	0,134385	1	velocevespa	6	5	1	15
15	A	crepuscolo	orologio	24	F	DX	a	1219,4	crepuscolo	crepuscolo	4,55	orologio	8,5	0,26735	3,95	172	2,235528447	4034	3,605735894	0,03862	crepuscolo	1	0,73265	0,26735	1	crepuscoloorologio	10	8	2	15
15	A	buio	balcone	24	F	DX	a	1379,5	buio	buio	5,95	balcone	8,7	0,274529	2,75	4636	3,666143427	564	2,751279104	0,04072	buio	1	0,725471	0,274529	1	buiobalcone	4	7	3	15
15	A	poltrona	fiducia	24	F	DX	l	2466,9	fiducia	fiducia	4,05	poltrona	8,6	0,197628	4,55	5456	3,736874362	773	2,888179494	0,04683	fiducia	1	0,802372	0,197628	1	fiduciapoltrona	8	7	1	15
15	A	occhio	inganno	24	F	DX	l	1532,7	inganno	inganno	4,25	occhio	8,6	0,168049	4,35	727	2,861534411	11176	4,048286393	0,10449	inganno	1	0,831951	0,168049	1	ingannoocchio	6	7	1	15
15	A	gattino	dettaglio	24	F	DX	l	1102,7	dettaglio	dettaglio	4,15	gattino	8,8	0,042358	4,65	1484	3,171433901	445	2,648360011	0,01039	dettaglio	1	0,957642	0,042358	1	dettagliogattino	7	9	2	15
15	A	giardino	salute	24	F	DX	l	1002,5	salute	salute	4,55	giardino	8,4	0,025304	3,85	7234	3,859378504	3741	3,572987708	0,03493	salute	1	0,974696	0,025304	1	salutegiardino	8	6	2	15
15	A	tavolo	pressione	24	F	DX	l	1259,9	pressione	pressione	5,15	tavolo	8,6	0,060985	3,45	6125	3,787106093	6875	3,837272703	0,0075	pressione	1	0,939015	0,060985	1	pressionetavolo	6	9	3	15
15	A	dollaro	utile	24	F	DX	l	1516,9	utile	utile	3,95	dollaro	7,95	0,06637	4	4880	3,688419822	1848	3,266701967	0,03032	utile	1	0,93363	0,06637	1	utiledollaro	7	5	2	15
15	A	sfera	fase	24	F	DX	l	1929,7	fase	fase	3,75	sfera	7,35	0,226391	3,6	2581	3,411788005	765	2,883661435	0,01816	fase	1	0,773609	0,226391	1	fasesfera	5	4	1	15
15	A	lavare	attivare	24	F	DX	l	1327,9	attivare	attivare	3,1	lavare	8,15	0,168269	5,05	682	2,833784375	1150	3,06069784	0,00468	attivare	1	0,831731	0,168269	1	attivarelavare	6	8	2	15
15	A	corrotto	gonna	24	F	DX	a	1397	corrotto	corrotto	4,3	gonna	8,6	0,026958	4,3	1026	3,011147361	1239	3,093071306	0,00213	corrotto	1	0,973042	0,026958	1	corrottogonna	8	5	3	15
15	A	libreria	spazio	24	F	DX	l	1412,7	spazio	spazio	4,75	libreria	8,6	0,154109	3,85	7786	3,891314399	670	2,826074803	0,07116	spazio	1	0,845891	0,154109	1	spaziolibreria	8	6	2	15
15	A	elefante	innocente	24	F	DX	l	1282,2	innocente	innocente	3,4	elefante	7,85	0,130005	4,45	4588	3,661623409	861	2,935003151	0,03727	innocente	1	0,869995	0,130005	1	innocenteelefante	8	9	1	15
15	A	bocca	riverente	24	F	DX	l	1262,9	riverente	riverente	4,2	bocca	8,8	0,201146	4,6	6	0,77815125	11851	4,073754998	0,11845	riverente	1	0,798854	0,201146	1	riverentebocca	5	9	4	15
15	A	bicicletta	passione	24	F	DX	l	1746	passione	passione	4,8	bicicletta	8,85	0,268715	4,05	2456	3,390228362	1303	3,114944416	0,01153	passione	1	0,731285	0,268715	1	passionebicicletta	10	8	2	15
15	A	maglia	vincere	24	F	DX	l	1643	vincere	vincere	5,15	maglia	8,8	0,306895	3,65	5972	3,776119799	1020	3,008600172	0,04952	vincere	1	0,693105	0,306895	1	vinceremaglia	6	7	1	15
15	A	pentola	mente	24	F	DX	l	1180,4	mente	mente	4,6	pentola	8,6	0,136738	4	17014	4,230806428	492	2,691965103	0,16522	mente	1	0,863262	0,136738	1	mentepentola	7	5	2	15
15	A	dormire	paradiso	24	F	DX	l	867,3	paradiso	paradiso	3,25	dormire	5,9	0,160419	2,65	3913	3,592509848	13419	4,127720153	0,09506	paradiso	1	0,839581	0,160419	1	paradisodormire	7	8	1	15
15	A	latte	fetore	24	F	DX	l	1019,5	fetore	fetore	4,15	latte	8,45	0,169157	4,3	149	2,173186268	4456	3,648945182	0,04307	fetore	1	0,830843	0,169157	1	fetorelatte	5	6	1	15
15	A	insolente	vasca	24	F	DX	a	1112,4	insolente	insolente	3,95	vasca	8,35	0,045225	4,4	298	2,474216264	2017	3,304705898	0,01719	insolente	1	0,954775	0,045225	1	insolentevasca	9	5	4	15
15	A	riparato	tenda	24	F	DX	a	1585,5	riparato	riparato	5	tenda	8,4	0,218453	3,4	465	2,667452953	1534	3,18582536	0,01069	riparato	1	0,781547	0,218453	1	riparatotenda	8	5	3	15
15	A	ulivo	ambizione	24	F	DX	l	1195,2	ambizione	ambizione	5	ulivo	8,7	0,248509	3,7	495	2,694605199	54	1,73239376	0,00441	ambizione	1	0,751491	0,248509	1	ambizioneulivo	5	9	4	15
15	A	scrivania	pensieroso	24	F	DX	l	1202,3	pensieroso	pensieroso	4,5	scrivania	8,8	0,284274	4,3	61	1,785329835	3126	3,494988974	0,03065	pensieroso	1	0,715726	0,284274	1	pensierososcrivania	9	10	1	15
15	A	paletta	collisione	24	F	DX	l	1014,8	collisione	collisione	5,45	paletta	8,7	0,222282	3,25	311	2,492760389	169	2,227886705	0,00142	collisione	1	0,777718	0,222282	1	collisionepaletta	7	10	3	15
15	A	appetitoso	pizza	24	F	DX	a	1617,3	appetitoso	appetitoso	5,3	pizza	9	0,359762	3,7	102	2,008600172	2889	3,460747542	0,02787	appetitoso	1	0,640238	0,359762	1	appetitosopizza	10	5	5	15
15	A	genere	cioccolato	24	F	DX	a	1295	genere	genere	4,3	cioccolato	8,5	0,189818	4,2	20639	4,314688651	2340	3,369215857	0,18299	genere	1	0,810182	0,189818	1	generecioccolato	6	10	4	15
15	A	tromba	potenza	24	F	DX	l	926,5	potenza	potenza	3,6	tromba	8,2	0,062084	4,6	2112	3,324693914	517	2,713490543	0,01595	potenza	1	0,937916	0,062084	1	potenzatromba	6	7	1	15
15	A	opzione	giacca	24	F	DX	a	1380,4	opzione	opzione	4,5	giacca	8,55	0,141365	4,05	1072	3,030194785	3496	3,543571424	0,02424	opzione	1	0,858635	0,141365	1	opzionegiacca	7	6	1	15
15	A	gomito	astio	24	F	DX	l	1264,8	astio	astio	4,3	gomito	8,55	0,114827	4,25	57	1,755874856	510	2,707570176	0,00453	astio	1	0,885173	0,114827	1	astiogomito	6	5	1	15
15	A	stanco	divano	24	F	DX	a	1221,6	stanco	stanco	5,05	divano	8,7	0,28261	3,65	4593	3,662096445	2760	3,440909082	0,01833	stanco	1	0,71739	0,28261	1	stancodivano	6	6	0	15
15	A	gatto	spaventato	24	F	DX	l	848	spaventato	spaventato	4,95	gatto	8,75	0,323892	3,8	3794	3,579097327	4110	3,613841822	0,00316	spaventato	1	0,676108	0,323892	1	spaventatogatto	5	10	5	15
15	A	puzza	stufa	24	F	DX	a	1403,4	puzza	puzza	5,15	stufa	8,4	0,360545	3,25	3336	3,523226042	1196	3,07773118	0,0214	puzza	1	0,639455	0,360545	1	puzzastufa	5	5	0	15
15	A	rasoio	stritolare	24	F	DX	l	1209,7	stritolare	stritolare	5,3	rasoio	8,7	0,231383	3,4	10	1	569	2,755112266	0,00559	stritolare	1	0,768617	0,231383	1	stritolarerasoio	6	10	4	15
15	A	sedile	agile	24	F	DX	l	1364,2	agile	agile	5,25	sedile	8,5	0,131493	3,25	173	2,238046103	1344	3,128399269	0,01171	agile	1	0,868507	0,131493	1	agilesedile	6	5	1	15
15	A	giocattolo	insipido	24	F	DX	l	1455,9	insipido	insipido	3,75	giocattolo	8	0,024267	4,25	43	1,633468456	1009	3,003891166	0,00966	insipido	1	0,975733	0,024267	1	insipidogiocattolo	10	8	2	15
15	A	ispirato	geranio	24	F	DX	a	1634,6	ispirato	ispirato	3,75	geranio	8,05	0,011908	4,3	680	2,832508913	12	1,079181246	0,00668	ispirato	1	0,988092	0,011908	1	ispiratogeranio	8	7	1	15
15	A	incidente	colpa	24	F	DX	l	2202,3	colpa	colpa	3,95	incidente	7,45	0,251615	3,5	25388	4,40462849	11987	4,078710505	0,13401	colpa	1	0,748385	0,251615	1	colpaincidente	9	5	4	15
15	A	guarire	ospedale	24	F	DX	a	1511,4	guarire	guarire	4,9	ospedale	8,45	0,302145	3,55	1073	3,030599722	14272	4,154484837	0,13199	guarire	1	0,697855	0,302145	1	guarireospedale	7	8	1	15
15	A	umano	morale	24	F	DX	l	1636,3	morale	morale	3,5	umano	8,1	0,33281	4,6	2674	3,427161403	6931	3,840795899	0,04257	morale	1	0,66719	0,33281	1	moraleumano	5	6	1	15
15	A	vaso	gloria	24	F	DX	l	1185	gloria	gloria	3,6	vaso	8,8	0,08746	5,2	3320	3,521138084	1076	3,031812271	0,02244	gloria	1	0,91254	0,08746	1	gloriavaso	4	6	2	15
15	A	intimo	mistico	24	F	DX	l	1348,2	mistico	mistico	2,5	intimo	5,9	0,381102	3,4	158	2,198657087	834	2,921166051	0,00676	mistico	1	0,618898	0,381102	1	misticointimo	6	7	1	15
15	A	dono	perspicacia	24	F	DX	l	1477,8	perspicacia	perspicacia	2,65	dono	7,1	0,272587	4,45	40	1,602059991	2862	3,456669629	0,02822	perspicacia	1	0,727413	0,272587	1	perspicaciadono	4	11	7	15
15	A	specchio	spirito	24	F	DX	l	1246,3	spirito	spirito	3,15	specchio	8,55	0,364782	5,4	5510	3,741151599	2393	3,378942699	0,03117	spirito	1	0,635218	0,364782	1	spiritospecchio	8	7	1	15
15	A	rosso	bicchiere	24	F	DX	a	1281,8	rosso	rosso	5,6	bicchiere	8,85	0,34794	3,25	6533	3,815112658	3888	3,589726256	0,02645	rosso	1	0,65206	0,34794	1	rossobicchiere	5	9	4	15
15	A	idiota	scimmia	24	F	DX	a	1325,9	idiota	idiota	5,05	scimmia	8,4	0,281823	3,35	12270	4,088844563	1961	3,292477594	0,10309	idiota	1	0,718177	0,281823	1	idiotascimmia	6	7	1	15
15	A	muscoloso	debole	24	F	DX	l	2577,2	debole	debole	3,95	muscoloso	7,35	0,264836	3,4	4318	3,635282638	139	2,1430148	0,04179	debole	1	0,735164	0,264836	1	debolemuscoloso	9	6	3	15
15	A	immorale	attrezzo	24	F	DX	a	1396,8	immorale	immorale	2,95	attrezzo	7,75	0,009614	4,8	294	2,46834733	328	2,515873844	0,00034	immorale	1	0,990386	0,009614	1	immoraleattrezzo	8	8	0	15
15	A	eccellenza	diamante	24	F	DX	a	1325,7	eccellenza	eccellenza	3,45	diamante	8,05	0,32865	4,6	1723	3,236285277	870	2,939519253	0,00853	eccellenza	1	0,67135	0,32865	1	eccellenzadiamante	10	8	2	15
15	A	diavolo	prigione	24	F	DX	a	1412,8	diavolo	diavolo	4	prigione	7,4	0,195171	3,4	31905	4,503858749	13100	4,117271296	0,18805	diavolo	1	0,804829	0,195171	1	diavoloprigione	7	8	1	15
15	A	onore	vino	24	F	DX	a	1209,5	onore	onore	3,3	vino	8,2	0,140964	4,9	12849	4,108869329	6498	3,812779707	0,06351	onore	1	0,859036	0,140964	1	onorevino	5	4	1	15
15	A	causa	stomaco	24	F	DX	a	1503,8	causa	causa	3,45	stomaco	8,05	0,117186	4,6	14778	4,169615662	3256	3,512684396	0,11522	causa	1	0,882814	0,117186	1	causastomaco	5	7	2	15
15	A	attico	modesto	24	F	DX	l	2068,4	modesto	modesto	3,95	attico	7,85	0,278889	3,9	533	2,726727209	494	2,693726949	0,00039	modesto	1	0,721111	0,278889	1	modestoattico	6	7	1	15
15	A	mercato	vantaggio	24	F	DX	l	1962,5	vantaggio	vantaggio	3,7	mercato	7,55	0,181156576	3,85	2571	3,410102077	4237	3,627058464	0,01666	vantaggio	1	0,818843	0,181157	1	vantaggiomercato	7	9	2	15
15	A	vetro	giustizia	24	F	DX	l	1559,5	giustizia	giustizia	4,1	vetro	8,6	0,080953	4,5	4840	3,684845362	2181	3,338655666	0,02659	giustizia	1	0,919047	0,080953	1	giustiziavetro	5	9	4	15
15	A	caramella	melodia	24	F	DX	l	1142,2	melodia	melodia	5,8	caramella	8,8	0,239391	3	389	2,589949601	504	2,702430536	0,00115	melodia	1	0,760609	0,239391	1	melodiacaramella	9	7	2	15
15	A	infuriato	forchetta	24	F	DX	a	1644,3	infuriato	infuriato	4,55	forchetta	8,4	0,159282	3,85	240	2,380211242	394	2,595496222	0,00154	infuriato	1	0,840718	0,159282	1	infuriatoforchetta	9	9	0	15
15	A	aereo	allerta	24	F	DX	l	1150,5	allerta	allerta	3,85	aereo	8,2	0,179597	4,35	639	2,805500858	9570	3,980911938	0,08931	allerta	1	0,820403	0,179597	1	allertaaereo	5	7	2	15
15	A	disprezzo	sorriso	24	F	DX	a	2026,4	disprezzo	disprezzo	3,55	sorriso	7,9	0,337781	4,35	600	2,77815125	3084	3,489114369	0,02484	disprezzo	1	0,662219	0,337781	1	disprezzosorriso	9	7	2	15
15	A	cane	cortese	24	F	DX	l	921,7	cortese	cortese	4,35	cane	8,55	0,0862	4,2	394	2,595496222	13494	4,130140706	0,131	cortese	1	0,9138	0,0862	1	cortesecane	4	7	3	15
15	A	cappello	rovente	24	F	DX	l	1228,9	rovente	rovente	5,6	cappello	8,45	0,085326	2,85	124	2,093421685	4094	3,612147838	0,0397	rovente	1	0,914674	0,085326	1	roventecappello	8	7	1	15
15	A	lussuria	prateria	24	F	DX	a	1365,5	lussuria	lussuria	3,7	prateria	7,45	0,089281	3,75	275	2,439332694	187	2,271841607	0,00088	lussuria	1	0,910719	0,089281	1	lussuriaprateria	8	8	0	15
15	A	natale	albero	24	F	DX	a	1296,2	natale	natale	5,65	albero	8,5	0,367984	2,85	11	1,041392685	5168	3,713322505	0,05157	natale	1	0,632016	0,367984	1	natalealbero	6	6	0	15
15	A	fastidio	naso	24	F	DX	a	1225,6	fastidio	fastidio	3,4	naso	8,3	0,124964	4,9	3376	3,528402438	5593	3,747644819	0,02217	fastidio	1	0,875036	0,124964	1	fastidionaso	8	4	4	15
15	A	magnifico	zanzara	24	F	DX	a	1652,6	magnifico	magnifico	3,2	zanzara	8,25	0,022077	5,05	4284	3,631849462	151	2,178976947	0,04133	magnifico	1	0,977923	0,022077	1	magnificozanzara	9	7	2	15
15	A	burro	tenero	24	F	DX	l	1395	tenero	tenero	5,3	burro	8,5	0,239314	3,2	752	2,876217841	1677	3,224533063	0,00925	tenero	1	0,760686	0,239314	1	teneroburro	5	6	1	15
16	B	gattino	dettaglio	22	F	DX	a	869,9	gattino	dettaglio	4,15	gattino	8,8	0,042358	4,65	1484	3,171433901	445	2,648360011	0,01039	gattino	1	0,957642	0,042358	1	dettagliogattino	7	9	2	16
16	B	montagna	codardo	22	F	DX	a	1026,4	montagna	codardo	3,95	montagna	8,3	0,034168	4,35	1349	3,13001195	2987	3,475235223	0,01638	montagna	1	0,965832	0,034168	1	codardomontagna	8	7	1	16
16	B	precipizio	orrore	22	F	DX	a	1391	precipizio	orrore	3,9	precipizio	7,3	0,329961	3,4	889	2,948901761	206	2,31386722	0,00683	precipizio	1	0,670039	0,329961	1	orroreprecipizio	10	6	4	16
16	B	sfera	fase	22	F	DX	a	1807,3	sfera	fase	3,75	sfera	7,35	0,226391	3,6	2581	3,411788005	765	2,883661435	0,01816	sfera	1	0,773609	0,226391	1	fasesfera	5	4	1	16
16	B	paletta	collisione	22	F	DX	a	1866,3	paletta	collisione	5,45	paletta	8,7	0,222282	3,25	311	2,492760389	169	2,227886705	0,00142	paletta	1	0,777718	0,222282	1	collisionepaletta	7	10	3	16
16	B	occhio	inganno	22	F	DX	a	932,4	occhio	inganno	4,25	occhio	8,6	0,168049	4,35	727	2,861534411	11176	4,048286393	0,10449	occhio	1	0,831951	0,168049	1	ingannoocchio	6	7	1	16
16	B	lussuria	prateria	22	F	DX	l	1611,3	prateria	lussuria	3,7	prateria	7,45	0,089281	3,75	275	2,439332694	187	2,271841607	0,00088	prateria	1	0,910719	0,089281	1	lussuriaprateria	8	8	0	16
16	B	musica	violino	22	F	DX	l	900,7	violino	musica	5,5	violino	8,4	0,389862	2,9	11133	4,046612209	603	2,780317312	0,1053	violino	1	0,610138	0,389862	1	musicaviolino	6	7	1	16
16	B	aereo	allerta	22	F	DX	a	1040,6	aereo	allerta	3,85	aereo	8,2	0,179597	4,35	639	2,805500858	9570	3,980911938	0,08931	aereo	1	0,820403	0,179597	1	allertaaereo	5	7	2	16
16	B	freddo	cappotto	22	F	DX	l	713,6	cappotto	freddo	5,75	cappotto	8,75	0,385159	3	7828	3,893650817	1543	3,188365926	0,06285	cappotto	1	0,614841	0,385159	1	freddocappotto	6	8	2	16
16	B	ispirato	geranio	22	F	DX	l	1148,1	geranio	ispirato	3,75	geranio	8,05	0,011908	4,3	680	2,832508913	12	1,079181246	0,00668	geranio	1	0,988092	0,011908	1	ispiratogeranio	8	7	1	16
16	B	facile	morbido	22	F	DX	l	2099,6	morbido	facile	3,7	morbido	6,85	0,250864	3,15	15858	4,200248414	422	2,625312451	0,15436	morbido	1	0,749136	0,250864	1	facilemorbido	6	7	1	16
16	B	fetido	calza	22	F	DX	l	986,4	calza	fetido	4	calza	8,55	0,175625	4,55	50	1,698970004	233	2,367355921	0,00183	calza	1	0,824375	0,175625	1	fetidocalza	6	5	1	16
16	B	intelletto	idrante	22	F	DX	l	2000	idrante	intelletto	3,95	idrante	7,1	0,007992	3,15	183	2,26245109	147	2,167317335	0,00036	idrante	1	0,992008	0,007992	1	intellettoidrante	10	7	3	16
16	B	dentista	fiducioso	22	F	DX	a	1034	dentista	fiducioso	3,35	dentista	8,15	0,069711	4,8	209	2,320146286	1130	3,053078443	0,00921	dentista	1	0,930289	0,069711	1	fiduciosodentista	8	9	1	16
16	B	libreria	spazio	22	F	DX	a	1283,4	libreria	spazio	4,75	libreria	8,6	0,154109	3,85	7786	3,891314399	670	2,826074803	0,07116	libreria	1	0,845891	0,154109	1	spaziolibreria	8	6	2	16
16	B	rosso	bicchiere	22	F	DX	l	1144,9	bicchiere	rosso	5,6	bicchiere	8,85	0,34794	3,25	6533	3,815112658	3888	3,589726256	0,02645	bicchiere	1	0,65206	0,34794	1	rossobicchiere	5	9	4	16
16	B	specchio	spirito	22	F	DX	a	933,3	specchio	spirito	3,15	specchio	8,55	0,364782	5,4	5510	3,741151599	2393	3,378942699	0,03117	specchio	1	0,635218	0,364782	1	spiritospecchio	8	7	1	16
16	B	laureato	dio	22	F	DX	a	1259,4	laureato	dio	3,1	laureato	8	0,06396	4,9	38	1,579783597	593	2,773054693	0,00555	laureato	1	0,93604	0,06396	1	diolaureato	8	3	5	16
16	B	infedele	sposa	22	F	DX	l	769,1	sposa	infedele	4,7	sposa	8,4	0,335909	3,7	322	2,507855872	3982	3,600101256	0,0366	sposa	1	0,664091	0,335909	1	infedelesposa	8	5	3	16
16	B	incidente	colpa	22	F	DX	a	1582,5	incidente	colpa	3,95	incidente	7,45	0,251615	3,5	25388	4,40462849	11987	4,078710505	0,13401	incidente	1	0,748385	0,251615	1	colpaincidente	9	5	4	16
16	B	rasoio	stritolare	22	F	DX	a	734,3	rasoio	stritolare	5,3	rasoio	8,7	0,231383	3,4	10	1	569	2,755112266	0,00559	rasoio	1	0,768617	0,231383	1	stritolarerasoio	6	10	4	16
16	B	sedile	agile	22	F	DX	a	1574,8	sedile	agile	5,25	sedile	8,5	0,131493	3,25	173	2,238046103	1344	3,128399269	0,01171	sedile	1	0,868507	0,131493	1	agilesedile	6	5	1	16
16	B	lenire	ferite	22	F	DX	l	924,4	ferite	lenire	3,25	ferite	7,6	0,349202	4,35	54	1,73239376	3081	3,488691698	0,03027	ferite	1	0,650798	0,349202	1	lenireferite	6	6	0	16
16	B	prete	devoto	22	F	DX	a	919,7	prete	devoto	3,8	prete	8,3	0,233061	4,5	327	2,514547753	2656	3,424228071	0,02329	prete	1	0,766939	0,233061	1	devotoprete	5	6	1	16
16	B	coltello	demonio	22	F	DX	a	826,7	coltello	demonio	2,65	coltello	7,75	0,238429	5,1	957	2,980911938	4712	3,673205282	0,03755	coltello	1	0,761571	0,238429	1	demoniocoltello	8	7	1	16
16	B	cavallo	arte	22	F	DX	a	774	cavallo	arte	5,6	cavallo	8,4	0,075498	2,8	5407	3,73295637	7514	3,875871191	0,02107	cavallo	1	0,924502	0,075498	1	artecavallo	7	4	3	16
16	B	abito	solenne	22	F	DX	a	934,7	abito	solenne	3,7	abito	8,6	0,189552	4,9	241	2,382017043	2642	3,421932813	0,02401	abito	1	0,810448	0,189552	1	solenneabito	5	7	2	16
16	B	caos	quaderno	22	F	DX	l	787,4	quaderno	caos	5,75	quaderno	8,65	0,086347	2,9	1500	3,176091259	350	2,544068044	0,0115	quaderno	1	0,913653	0,086347	1	caosquaderno	4	8	4	16
16	B	dormire	paradiso	22	F	DX	a	2377,3	dormire	paradiso	3,25	dormire	5,9	0,160419	2,65	3913	3,592509848	13419	4,127720153	0,09506	dormire	1	0,839581	0,160419	1	paradisodormire	7	8	1	16
16	B	dollaro	utile	22	F	DX	a	1231,7	dollaro	utile	3,95	dollaro	7,95	0,06637	4	4880	3,688419822	1848	3,266701967	0,03032	dollaro	1	0,93363	0,06637	1	utiledollaro	7	5	2	16
16	B	ulivo	ambizione	22	F	DX	a	1588,8	ulivo	ambizione	5	ulivo	8,7	0,248509	3,7	495	2,694605199	54	1,73239376	0,00441	ulivo	1	0,751491	0,248509	1	ambizioneulivo	5	9	4	16
16	B	scarafaggio	orribile	22	F	DX	a	792,2	scarafaggio	orribile	3,95	scarafaggio	8,3	0,362711	4,35	5170	3,713490543	375	2,574031268	0,04795	scarafaggio	1	0,637289	0,362711	1	orribilescarafaggio	11	8	3	16
16	B	meraviglia	cornice	22	F	DX	l	962,3	cornice	meraviglia	3,6	cornice	8,05	0,226304	4,45	1939	3,287577809	226	2,354108439	0,01713	cornice	1	0,773696	0,226304	1	meravigliacornice	10	7	3	16
16	B	guarire	ospedale	22	F	DX	l	1121,5	ospedale	guarire	4,9	ospedale	8,45	0,302145	3,55	1073	3,030599722	14272	4,154484837	0,13199	ospedale	1	0,697855	0,302145	1	guarireospedale	7	8	1	16
16	B	pianta	saggio	22	F	DX	a	1079,9	pianta	saggio	5,9	pianta	8,55	0,082313	2,65	1912	3,281487888	1213	3,083860801	0,00699	pianta	1	0,917687	0,082313	1	saggiopianta	6	6	0	16
16	B	disprezzo	sorriso	22	F	DX	l	2017,4	sorriso	disprezzo	3,55	sorriso	7,9	0,337781	4,35	600	2,77815125	3084	3,489114369	0,02484	sorriso	1	0,662219	0,337781	1	disprezzosorriso	9	7	2	16
16	B	riparato	tenda	22	F	DX	l	1065,5	tenda	riparato	5	tenda	8,4	0,218453	3,4	465	2,667452953	1534	3,18582536	0,01069	tenda	1	0,781547	0,218453	1	riparatotenda	8	5	3	16
16	B	bocca	riverente	22	F	DX	a	1121,1	bocca	riverente	4,2	bocca	8,8	0,201146	4,6	6	0,77815125	11851	4,073754998	0,11845	bocca	1	0,798854	0,201146	1	riverentebocca	5	9	4	16
16	B	miracolo	applauso	22	F	DX	l	713,4	applauso	miracolo	3,05	applauso	7,4	0,269161	4,35	2969	3,472610198	920	2,963787827	0,02049	applauso	1	0,730839	0,269161	1	miracoloapplauso	8	8	0	16
16	B	intimo	mistico	22	F	DX	a	1207,8	intimo	mistico	2,5	intimo	5,9	0,381102	3,4	158	2,198657087	834	2,921166051	0,00676	intimo	1	0,618898	0,381102	1	misticointimo	6	7	1	16
16	B	estasi	sughero	22	F	DX	l	736,3	sughero	estasi	3,95	sughero	7,6	0,033905	3,65	311	2,492760389	50	1,698970004	0,00261	sughero	1	0,966095	0,033905	1	estasisughero	6	7	1	16
16	B	corrotto	gonna	22	F	DX	l	897,6	gonna	corrotto	4,3	gonna	8,6	0,026958	4,3	1026	3,011147361	1239	3,093071306	0,00213	gonna	1	0,973042	0,026958	1	corrottogonna	8	5	3	16
16	B	dono	perspicacia	22	F	DX	a	2397,3	dono	perspicacia	2,65	dono	7,1	0,272587	4,45	40	1,602059991	2862	3,456669629	0,02822	dono	1	0,727413	0,272587	1	perspicaciadono	4	11	7	16
16	B	attico	modesto	22	F	DX	a	1167,5	attico	modesto	3,95	attico	7,85	0,278889	3,9	533	2,726727209	494	2,693726949	0,00039	attico	1	0,721111	0,278889	1	modestoattico	6	7	1	16
16	B	genere	cioccolato	22	F	DX	l	1141	cioccolato	genere	4,3	cioccolato	8,5	0,189818	4,2	20639	4,314688651	2340	3,369215857	0,18299	cioccolato	1	0,810182	0,189818	1	generecioccolato	6	10	4	16
16	B	ottimismo	profumo	22	F	DX	l	1080,9	profumo	ottimismo	3,35	profumo	6,35	0,350597	3	200	2,301029996	2375	3,375663614	0,02175	profumo	1	0,649403	0,350597	1	ottimismoprofumo	9	7	2	16
16	B	fastidio	naso	22	F	DX	l	875,8	naso	fastidio	3,4	naso	8,3	0,124964	4,9	3376	3,528402438	5593	3,747644819	0,02217	naso	1	0,875036	0,124964	1	fastidionaso	8	4	4	16
16	B	ostile	nuvoloso	22	F	DX	l	1441,6	nuvoloso	ostile	3,8	nuvoloso	6,9	0,229042	3,1	654	2,815577748	84	1,924279286	0,0057	nuvoloso	1	0,770958	0,229042	1	ostilenuvoloso	6	8	2	16
